SKU,DirectPickLookbackUnits,DirectPickDemandDays,DailyBaseUnits,WeeklyBaseUnits,ValidReservationUnits,ReservationPhysicalTotal,ReservationSalesAllocatedPhysicalTotal,InboundTotalUnits,InboundNext14Units,InboundNext30Units,HasDirectPickHistory,HasValidReservation,HasInbound,InSourceProductInfoUniverse,Future14DayPromoDays,FutureWeeklyPromoWeeks,HasFuturePromo,Seasonal14DayUnits,SeasonalFirst13WeekUnits,HasSeasonalHistory,FD1ToFD14Units,First13WeekUnits
33175-S74-90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,10.4,83.37777777777778,True,11,83.37777777777778
33175-SR4-100,41.0,24.0,0.7321428571428571,5.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,9.155555555555555,63.15555555555555,True,22,106.99055555555555
33175-SR4-110,55.0,30.0,0.9821428571428571,6.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,12.955555555555556,73.57777777777778,True,25,123.7983333333333
33175-SR4-120,102.0,37.0,1.8214285714285714,12.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,11.977777777777778,114.95555555555555,True,31,184.16
33175-SR4-130,190.0,48.0,3.392857142857143,23.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,19.555555555555557,139.22222222222223,True,45,277.2011111111111
33175-SR4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,22.22222222222222,157.11111111111111,True,33,193.93333333333334
33175-SR4-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,20.266666666666666,142.33333333333331,True,31,180.08888888888887
33175-SR4-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,23.88888888888889,155.4,True,34,191.13333333333333
33175-SR4-85,33.0,20.0,0.5892857142857143,4.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,3.888888888888889,26.91111111111111,True,19,86.83166666666666
33175-SR4-90,45.0,24.0,0.8035714285714286,5.625,2.0,1.0,1.0,0.0,0.0,0.0,True,True,False,True,2,1,True,5.911111111111111,49.31111111111111,True,21,105.71833333333333
33175-TD4-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TD4-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TD4-140,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,55,55.0
33175-TD4-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-TT2-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33175-U74-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,0.0,21.93333333333333,True,1,22.93333333333333
33175-U74-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,23.022222222222222,True,0,23.022222222222222
33175-U74-120,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,True,0,0,False,0.0,24.577777777777776,True,2,26.577777777777776
33175-U74-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,18.044444444444444,True,0,18.044444444444444
33175-U74-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,17.57777777777778,True,0,17.57777777777778
33175-U74-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.2,14.466666666666665,True,0,14.466666666666665
33175-U74-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,11.666666666666668,True,0,11.666666666666668
33175-U74-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,0.0,False,0,0.0
33175-U74-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0,0,False,0.0,19.133333333333333,True,0,19.133333333333333
33175-VF3-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33176-NQ3-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
33176-NQ8-160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
33218-011-100,23.0,17.0,0.4107142857142857,2.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,3.5555555555555554,16.955555555555556,True,16,69.76055555555556
33218-011-110,59.0,28.0,1.0535714285714286,7.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,5.533333333333333,21.933333333333334,True,22,106.54833333333335
33218-011-120,133.0,34.0,2.375,16.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,7.488888888888889,39.2,True,33,183.97944444444445
33218-011-130,178.0,37.0,3.1785714285714284,22.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,16.844444444444445,84.62222222222222,True,42,242.77222222222224
33218-011-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,23.08888888888889,130.04444444444442,True,32,160.53333333333333
33218-011-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,12.911111111111111,76.68888888888888,True,22,110.60000000000001
33218-011-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,11.177777777777777,84.15555555555555,True,21,117.9111111111111
33218-011-85,18.0,14.0,0.32142857142857145,2.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.8444444444444444,7.0,True,15,62.000000000000014
33218-011-90,22.0,15.0,0.39285714285714285,2.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,2.2888888888888888,12.755555555555555,True,16,67.53333333333333
33218-16N-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,False,False,True,False,0,0,False,3.2666666666666666,32.666666666666664,True,3,32.666666666666664
33218-16N-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,14.066666666666666,103.13333333333333,True,14,103.13333333333334
33218-16N-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,12.511111111111111,117.9111111111111,True,13,117.9111111111111
33218-1AY-100,134.0,30.0,2.392857142857143,16.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,20.822222222222223,75.91111111111111,True,29,168.10638888888892
33218-1AY-130,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,29.955555555555556,133.0,True,11,47.606249999999996
33218-1AY-85,103.0,29.0,1.8392857142857142,12.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,0,0,False,12.466666666666667,38.422222222222224,True,21,122.2415277777778
33218-1AY-90,101.0,28.0,1.8035714285714286,12.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,15.244444444444444,58.33333333333333,True,22,127.09791666666668
33218-1KJ-100,7.0,4.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,3.466666666666667,13.377777777777776,True,2,12.075972222222225
33218-1KJ-110,46.0,20.0,0.8214285714285714,5.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,4.355555555555555,20.84444444444444,True,9,55.883055555555565
33218-1KJ-120,69.0,20.0,1.2321428571428572,8.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,4.977777777777778,21.933333333333334,True,13,80.55791666666667
33218-1KJ-130,55.0,18.0,0.9821428571428571,6.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,7.2444444444444445,27.377777777777776,True,11,67.67597222222221
33218-1KJ-90,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,2.7111111111111112,13.533333333333333,True,1,5.792916666666666
33218-2SZ-100,39.0,18.0,0.6964285714285714,4.875,8.0,5.0,3.0,0.0,0.0,0.0,True,True,False,True,2,1,True,0.7111111111111111,6.377777777777778,True,19,87.20277777777777
33218-2SZ-110,56.0,28.0,1.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,True,2,1,True,0.7555555555555555,5.444444444444445,True,21,103.34222222222222
33218-2SZ-120,114.0,37.0,2.0357142857142856,14.25,6.0,3.0,3.0,0.0,0.0,0.0,True,True,False,True,2,1,True,2.6666666666666665,13.844444444444445,True,30,162.72333333333336
33218-2SZ-130,203.0,42.0,3.625,25.375,39.0,20.0,19.0,0.0,0.0,0.0,True,True,False,True,2,1,True,3.7111111111111112,28.0,True,68,254.0172222222223
33218-2SZ-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,7.4222222222222225,45.733333333333334,True,20,90.39999999999999
33218-2SZ-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,17.11111111111111,True,13,64.11111111111111
33218-2SZ-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,27.377777777777776,True,13,74.37777777777778
33218-2SZ-85,15.0,12.0,0.26785714285714285,1.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,1.088888888888889,True,17,67.25611111111111
33218-2SZ-90,16.0,8.0,0.2857142857142857,2.0,4.0,3.0,1.0,0.0,0.0,0.0,True,True,False,True,2,1,True,0.33333333333333337,2.9555555555555557,True,16,64.33444444444444
33218-SR4-100,20.0,12.0,0.35714285714285715,2.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,16.644444444444446,50.4,True,9,38.765
33218-SR4-110,17.0,8.0,0.30357142857142855,2.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,22.044444444444444,70.93333333333334,True,10,42.78291666666666
33218-SR4-120,109.0,27.0,1.9464285714285714,13.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,28.6,115.73333333333333,True,28,155.63791666666668
33218-SR4-85,4.0,2.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,5.777777777777778,19.133333333333333,True,3,10.921666666666667
33218-SR4-90,67.0,22.0,1.1964285714285714,8.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,9.133333333333333,33.28888888888889,True,14,82.4198611111111
33218-TB4-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TB4-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TB4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TB4-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TD4-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TD4-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
33218-TT2-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,False,False,True,False,0,0,False,0.0,0.0,False,0,0.0
3333,13.0,8.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,0,0,False,22.711111111111112,140.93333333333334,True,10,63.05791666666667
36086-011-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-011-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-011-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-011-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-015-100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-015-120,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,2,2.0
36086-015-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,2,2.0
36086-015-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-45H-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-A91-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-A91-130,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,2,2.0
36086-A91-140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-KZ0-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36086-KZ6-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36754-05T-150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36754-A91-110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36754-GK3-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.2,0.3111111111111111,True,1,1.1555555555555554
36754-M23-120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
36754-M23-130,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,False,0.0,0.0,False,1,1.0
37028-3QB-100,75.0,35.0,1.3392857142857142,9.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.08888888888888889,57.08888888888889,True,20,113.38736111111109
37028-3QB-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.06666666666666667,79.17777777777778,True,5,96.17777777777778
37028-3QB-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.15555555555555556,126.46666666666667,True,5,143.46666666666664
37028-3QB-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.022222222222222223,118.68888888888888,True,5,135.6888888888889
37028-3QB-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.044444444444444446,84.3111111111111,True,5,101.3111111111111
37028-3QB-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.06666666666666667,53.511111111111106,True,5,70.5111111111111
37028-3QB-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,36.08888888888889,True,5,53.08888888888889
37028-3QB-85,14.0,12.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,19.91111111111111,True,8,39.45638888888889
37028-3QB-90,39.0,26.0,0.6964285714285714,4.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,34.84444444444445,True,13,72.33930555555554
37028-4KZ-100,100.0,41.0,1.7857142857142858,12.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.044444444444444446,37.48888888888889,True,35,175.74611111111113
37028-4KZ-110,164.0,43.0,2.9285714285714284,20.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.044444444444444446,47.91111111111111,True,47,235.84388888888896
37028-4KZ-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,62.68888888888888,True,15,114.68888888888888
37028-4KZ-130,1.0,1.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,51.48888888888889,True,15,71.12736111111111
37028-4KZ-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,35.15555555555555,True,15,87.15555555555557
37028-4KZ-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,17.577777777777776,True,15,69.57777777777777
37028-4KZ-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,14.466666666666667,True,15,66.46666666666667
37028-4KZ-85,39.0,28.0,0.6964285714285714,4.875,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,20.377777777777776,True,23,103.98222222222222
37028-4KZ-90,80.0,40.0,1.4285714285714286,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,27.22222222222222,True,32,157.02777777777777
37028-4LF-100,8.0,8.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.15555555555555556,125.53333333333333,True,2,53.16166666666666
37028-4LF-110,5.0,5.0,0.08928571428571429,0.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.044444444444444446,133.15555555555557,True,1,52.37006944444444
37028-4LF-120,12.0,9.0,0.21428571428571427,1.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.06666666666666667,147.3111111111111,True,3,65.92138888888888
37028-4LF-130,14.0,10.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.022222222222222223,112.93333333333334,True,3,56.282916666666665
37028-4LF-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.022222222222222223,67.97777777777777,True,0,67.97777777777779
37028-4LF-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,37.33333333333333,True,0,37.33333333333333
37028-4LF-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,22.71111111111111,True,0,22.71111111111111
37028-4LF-85,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.044444444444444446,57.24444444444444,True,0,22.341805555555553
37028-4LF-90,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.022222222222222223,106.24444444444444,True,0,39.57930555555555
37028-4ND-100,2.0,2.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,38.111111111111114,True,2,19.726388888888888
37028-4ND-110,6.0,5.0,0.10714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,51.17777777777778,True,2,29.07472222222222
37028-4ND-120,13.0,9.0,0.23214285714285715,1.625,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,96.91111111111111,True,4,52.86888888888889
37028-4ND-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,109.66666666666666,True,1,113.66666666666666
37028-4ND-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,77.77777777777777,True,1,81.77777777777777
37028-4ND-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,53.044444444444444,True,1,57.044444444444444
37028-4ND-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,38.888888888888886,True,1,42.888888888888886
37028-4ND-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,15.4,True,1,19.4
37028-4ND-90,3.0,3.0,0.05357142857142857,0.375,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,2,1,True,0.0,21.0,True,2,15.0625
37028-69U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,0.0,False,0,0.0
37028-69U-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,2,1,True,0.0,0.0,False,0,0.0
37028-69U-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,37.8,True,0,37.8
37028-69U-80_85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-69U-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,2,1,True,0.0,0.0,False,0,0.0
37028-6NU-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NU-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
37028-6NV-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,False,False,True,True,0,0,False,0.0,0.0,False,0,0.0
